repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
jtrudell/RampUp,Ruby,0.235294,1,0,0.217028,0,0,0,472,0,0,0,0,0,0
clemf/rentviz,Ruby,0.038462,2,0,0.459416,0,0,0,345,0,0,0,0,1,0
andrew0/SiriusXM,Python,1,2,0,0.076672,0,0,0,572,0,7,0,0,1,0
tjdalton/sharpmud,C#,0.878788,1,0,0.09503,0,0,0,1627,0,0,0,0,0,0
wangyuehong/pggearman,C,1,1,0,0.119497,0,0,1,280,0,0,0,0,1,1
yihho/lab2,C++,1,1,0,0,0,0,0,97,0,0,0,0,0,0
usaindev/ycsb,Java,1,2,0,0.293009,0,0,1,4921,0.004468,1,1,0,1,0
Squarion/sudokusolver,Java,1,1,0,0.255474,0,0,0,206,0,0,0,0,0,0
ejoringer/activerecord-template,Ruby,0.2,1,0,0.0625,0,0,0,90,0,0,0,0,0,0
tliu17/Hashing,Java,1,1,0,0.073333,0,0,0,148,0,0,0,0,0,0
jefarrell/capture-and-email,Python,0,1,0,0.194805,0,0,0,124,0,0,0,0,0,0
JotaSoft/Lasers,Java,0.928571,2,0,0.003802,0,0,0,262,0,0,0,0,1,0
gyant/learning-laravel-5,PHP,0.203125,2,0,0.162589,0,0,0,12963,0.013721,0,0,0,1,0
Noah-T/Treebook,Ruby,0.184211,1,0,0.382822,0,0,0,580,0.206897,0,0,0,1,0
joncolby/varnish_rest_api_client,Ruby,0.25,1,1,0.125,0,0,1,121,0.107143,0,0,0,1,1
enginespot/gtest,C++,0.888889,3,0,0.283906,8.455696,0,1,40694,0.538497,0,1,1,1,1
Good4m/Tank-Assault-Android,Java,0.642857,1,0,0.114971,0,0,0,2085,0,0,0,0,0,0
sambenison66/Chat_Application_using_Sockets,Java,1,1,0,0.230886,0,0,0,1018,0,0,0,0,0,0
EugeneHoran/ListView-Example,Java,1,1,0,0.080268,0,0,0,300,0,0,0,0,0,0
artLopez/exercise3,Java,0.333333,1,0,0.08284,0,0,0,155,0.454545,0,0,0,0,0
justinforlenza/staten-island-ferry-app,Java,0.6,1,0,0.594059,0,0,0,1599,0,0,0,0,0,0
andela-fugwu/completelyanon,Ruby,0.153846,1,0,0.270884,0,0,0,1581,0,0,0,0,0,0
acompanywala/Cache_Simulator,C++,1,1,0,0.054651,0,0,0,816,0,0,0,0,0,0
syjkim35/proj1,Ruby,0.185185,2,0,0.455607,4.2,0,0,1065,0.009091,0,1,0,1,0
smellyCa/GuessWhat,Java,0.133333,1,0,0.573615,0,0,0,3790,0,1,0,0,0,0
saccs112porronisaac/first-try-to-upload,Java,0,1,0,0,0,0,0,43,0,0,0,0,0,0
kbaresic/repo,C#,0.5,1,0,0.244755,0,0,0,210,0,0,0,0,0,0
murum/murum_stuff_snap,PHP,0.301887,1,0,0.259816,0,0,1,6702,0.025974,0,0,0,1,0
nalnaji/StudyBuddy,Ruby,0.096774,2,0,0.481791,0,0,0,1072,0.086514,0,0,0,1,0
rails-school/tiramisu,Java,0.916667,1,0,0.099282,0,0,1,1676,0,0,0,0,1,1
mbouami/GestionCopropriete,Java,0.8,1,0,0.102874,0,0,0,1597,0,0,0,0,0,0
BazukaOC/Metaheuristics_HW1,C++,0,1,0,0.070588,0,0,0,79,0,0,0,0,0,0
danielfarrell/blazing-upstart,Ruby,1,1,0,0,0,0,1,108,0.314286,0,0,0,1,0
liawesomesaucer/cyclone,Python,0.932238,1,0,0.206641,0,0,1,105876,0.007064,0,0,0,1,0
ianzyc/498final,Python,0.363636,2,0,0.005047,0,0,0,48104,0,0,0,0,1,0
danimtb/small3d_develop_example,C++,0.857143,1,0,0.148663,0,0,0,796,0,1,0,0,0,0
pi-2r/Elasticsearch-ExpLoit,Python,0,1,0,0.058824,0,0,0,92,0,0,0,0,0,0
p15martin/AlgoClient,C++,0.5,1,0,0.212121,0,0,0,55,0,0,0,0,0,0
voodoodyne/htmleasy,Java,1,2,0,0.276636,0,0,0,1287,0,13,0,0,1,0
hkdnet/ProgrammingContestTemplate,Ruby,0.333333,1,0,0.12,0,0,1,79,0,0,0,0,1,0
aliozel/twoPhaseEulerFoamMKT,C,0.97541,1,0,0.398181,0,0,1,12309,0,0,0,0,1,0
prisa1987/DeviceController,Java,0.918367,1,0,0.436786,0,0,1,7444,0.009215,0,0,0,1,0
voodoodyne/subethasmtp,Java,0.989247,2,0,0.292439,0,0,1,6626,0.189878,69,1,0,1,0
ychoudhary/OAuth2,Java,1,1,0,0.140078,0,0,1,223,0,0,0,0,1,1
atutor/botcopy,PHP,0.142857,1,0,0.326087,0,0,0,155,0,0,0,0,0,0
LLParse/COCLauncher,Java,1,1,0,0.073804,1.066667,0.066667,1,1144,0,0,0,0,1,1
PluginMakerBukkit/PluginMaker,Java,1,1,0,0.087866,0,0,0,218,0,0,0,0,0,0
deyocamp/TCU,PHP,0,1,0,0.038462,0,0,0,26,0,0,0,0,0,0
markondej/fm_transmitter,C++,0.833333,1,0,0,0,0,0,233,0,63,0,0,0,0
jacohend/AndroidSensors,Java,0.333333,1,0,0.110891,0,0,0,475,0,0,0,0,0,0
OpenRedstoneEngineers/schems-website,PHP,0.555556,1,0,0.012448,0,0,1,240,0,1,0,0,1,0
danohlin/SimpleDES,Java,0,1,0,0.191781,0,0,0,365,0,0,0,0,0,0
pjmercurio/ass3-git,C++,0.970696,1,0,0.195447,0,0,1,115862,0,0,0,0,1,0
danarmulder/hacked,Ruby,0.133333,0,0,0.395018,0,0,0,447,0,0,0,0,0,0
darree/studentphp,PHP,0.25,1,0,0.031915,0,0,0,546,0,0,0,0,0,0
cagbal/Bag-of-Words_OpenCV,C++,1,1,0,0.303855,0,0,1,307,0,0,0,0,1,1
tiffanywei/ruby_refresher,Ruby,0.146341,1,0,0.381699,0,0,0,567,0.252577,1,0,0,1,0
danarmulder/bob,Ruby,1,0,0,0,0,0,0,203,0.875,0,0,0,0,0
jizhonglee/xunit,C#,0.867063,1,0,0.125075,20,0,1,33657,0.607714,0,1,0,1,1
colinwahl/blogger,Ruby,0.27027,1,0,0.468009,0,0,0,1017,0.149068,0,0,0,1,0
binooommen/iosProj,PHP,0.8,1,0,0.134021,0,0,0,252,0,1,0,0,0,0
MaZZie/VisualTeams,PHP,0.075758,3,0,0.145073,0.255319,0,1,3918,0,3,0,0,1,1
physics91si/lab3,Python,1,1,0,0.490741,0,0,0,0,0,0,0,0,0,0
2084228P/tic-tac-toe-in-c,C,0.9,1,0,0.333333,0,0,1,111,0,0,0,0,1,0
thephez/Blockchain_Monitor,Python,1,1,0,0.29064,0,0,0,144,0,0,0,0,0,0
demiloc/HackWestern_RPG,C#,0.8,1,0,0.131329,0,0,0,550,0,0,0,0,0,0
mknutsen/ShootingGameAI,Java,0.954545,1,0,0.017495,0,0,0,1067,0,0,0,0,0,0
vihai/wind_teller,Ruby,0.5,1,0,0.115385,0,0,1,165,0.012422,0,0,0,1,0
wylliams/PrimeiroRepositorioGit,Java,0.5,1,0,0,0,0,0,18,0,0,0,0,0,0
ufukalan/webcam_capture,C++,0.5,1,0,0.096746,0,0,0,1029,0,0,0,0,0,0
mookie1097/IVDconnect,Java,0.8,1,0,0.132635,0,0,1,1530,0,1,0,0,1,0
ajfriend/stacklog,Python,0,1,0,0.160305,0,0,1,115,0,0,0,0,1,0
sumisumith/20140123_LeapMania,C#,0.945946,1,0,0.222405,0,0,0,4255,0,0,0,0,0,0
sarahmcmanus/railsgirls,Ruby,0.259259,1,0,0.35818,0,0,0,864,0.256614,0,0,0,1,0
gitlevich/scm-experiments,Java,0,1,0,0,0,0,0,77,0,0,0,0,0,0
dhval/spring-boot-rest,Java,0.875,1,0,0.08547,0,0,0,450,0,0,0,0,0,0
takuya3211/UsserPyon,C++,0,1,0,0.615385,0,0,0,5,0,0,0,0,0,0
dii14/Mosaic,Java,1,1,0,0.057554,0,0,0,262,0,0,0,0,0,0
WyattPearson/CompleteWorksJava,Java,0.983784,1,0,0.340336,0,0,0,8612,0.01662,0,0,0,1,0
romansosnovsky/asus-brightness,Python,0,1,0,0.04,0,0,0,27,0,0,0,0,0,0
diogo-gsa/building-energy-meters-network-simulator,Java,1,1,0,0.1536,4.5,0,1,547,0,0,0,0,1,1
WildGums/Orc.DbToCsv,C#,0.545455,1,0,0.135542,0,0,1,847,0.04,0,0,0,1,0
bjomal/osCommerceUpgradeScript,PHP,0.5,1,0,0.101211,0,0,0,1039,0,0,0,0,0,0
punjab/w1d1gitdemotest,Ruby,0,1,0,0,0,0,0,7,0,0,0,0,0,0
Johney9/xws-wsBuilder,Java,1,1,0,0,0,0,0,105,0,0,0,0,0,0
cloudbase/qemu,C,0.912669,52,1,0.11727,208.668961,0,1,901433,0.087457,3,1,1,1,1
asadmoosa/interpreting-agency,Ruby,0.391304,1,0,0.492063,0,0,0,269,0.08642,0,0,0,1,0
jarvisschultz/servo_controller,C++,0,1,0,0.206019,2,0,0,343,1,1,0,0,1,0
hiroki-nishino/HelloWorld,C++,0,1,0,0.615385,0,0,0,5,0,0,0,0,0,0
wolever/pycon-slides,Python,1,1,0,0.022663,0,0,0,345,0,3,0,0,0,0
phime42/rubin,Ruby,1,1,0,0.151111,0,0,0,191,0,0,0,0,0,0
vitorpadovan/projetomestrado,Java,0.5,1,0,0.578947,0,0,0,8,0,0,0,0,0,0
Spantree/docker-suitecrm,Python,0,1,0,0.049383,0,0,1,259,0,2,0,0,1,0
dgassner/PlainOlNotes,Java,0.555556,1,0,0.115033,0,0,1,710,0.03321,2,0,0,1,0
cchu1008/CPE102Lab1Again,Python,0.666667,2,0,0.027778,0,0,0,105,0,0,0,0,1,0
jrc60752/Fask-Taskr,Python,0.25,1,0,0.010204,0,0,0,195,0,0,0,0,0,0
linsonzhao/2015S1-AndroidApp,Java,1,1,0,0.137116,0,0,1,3178,0,0,0,0,1,0
th3gre3k/Django_test_app,Python,0.153846,1,0,0.202532,0,0,0,128,0.007937,0,0,0,0,0
katebeavis/treebook,Ruby,0.184211,1,0,0.382822,0,0,0,581,0.206897,0,0,0,1,0
kartben/iotday-mqtt-lab,Java,0.5,1,0,0.238095,7,0,1,192,0,0,0,0,1,1
itallam/mongo-remove,Python,0,2,0,0.193548,0,0,1,27,0,0,0,0,1,0
datureezy/ajax-twitter-clone,Ruby,0.325,1,0,0.390671,0,0,0,1567,0.201754,0,0,0,1,0
adamnfish/pebble-meeting-mode,C,0,1,0,0,0,0,1,113,0,0,0,0,0,0
neiltest/Neil_MyApp_Test,Java,0.5,1,0,0.367647,0,0,0,45,1,0,0,0,0,0
naddroc/escola,Ruby,0.065217,1,0,0.515439,0,0,0,779,0.026627,0,0,0,1,0
chrisShick/CakePHP3-HtmlPurifier,PHP,0.666667,1,0,0.198795,0,0,1,174,0.356436,5,0,0,1,1
fkvestak/FilipKvestak_VJ04,C#,0.571429,1,0,0.211111,0,0,0,491,0,0,0,0,0,0
randomstuff/dnsfwd,C++,1,1,0,0.133238,0,0,1,605,0,5,0,0,1,0
russray2008/MyFirstApplication,Java,0.25,1,0,0.0925,0,0,0,399,0,0,0,0,0,0
f3l1x/CVUT,C++,0.85,0,0,0.202759,0,0,0,2893,0,2,0,0,0,0
LordDraper/PingUrl,Java,0.5,1,0,0.021083,0,0,0,2082,0,0,0,0,0,0
ryanlevi/card_chooser,Ruby,0.071429,1,0,0.530398,0,0,0,632,0,0,0,0,0,0
jmcd73/superfish-db-menus,PHP,0.946841,1,1,0.340654,0,0,1,227572,0.092906,0,0,0,1,1
mparusinski/Quotes,C++,1,1,0,0.095645,0,0,1,2503,0,2,0,0,1,0
joeypoon/sample_app,Ruby,0.09375,1,0,0.44704,0,0,0,396,0.171053,0,0,0,1,0
goodeats/PN_API,Ruby,0.404255,1,0,0.235835,0,0,0,998,0.575032,0,0,0,1,0
LuckeyProductions/urho3d-qtemplate,C++,1,2,0,0.280835,0,0,1,371,0,0,0,0,1,1
xAlexXxanderx/ror_simple_todo_lists,Ruby,0.272727,1,0,0.484026,0,0,0,335,0.112676,0,0,0,1,0
rafaelzimmermann/tfidf-study,Python,0.5,1,0,0.081633,0,0,0,46,0,0,0,0,0,0
JohnnyBekkestad/Maven-Muilti-Module-Design,Java,0.567568,2,0,0.014173,0,0,0,1973,0.254842,0,0,0,1,0
Bobe08/adatlekeres,Java,0,1,0,0.040323,0,0,0,119,0,0,0,0,0,0
samksoon/Challenges2,Java,1,1,0,0,0,0,0,44,0,0,0,0,0,0
JacobFischer/Joueur.py,Python,1,1,0,0.148297,0,0,1,448,0,2,0,0,1,1
Zaibot/ThreadWatchdog,C#,0.666667,2,0,0.382576,0,0,1,686,0,0,0,0,1,0
flimberger/blasted_city,C++,0.933333,1,0,0.011852,0,0,0,2001,0,0,0,0,0,0
Milos/MetHotels,Java,0.333333,1,0,0.065595,0,0,1,9303,0,1,0,0,1,0
jfedor2/nxt-remote-control,Java,0.9,1,0,0.170833,0.230769,0,1,1402,0,6,0,0,1,1
nemui/lonebrewerwatchface,Java,0.95,1,0,0.038609,0,0,1,3141,0,0,0,0,1,0
meirdick/movie-trailer-website,Python,1,1,0,0.072368,0,0,0,282,0,0,0,0,0,0
Jamesjue/xv6_hacks,C,0.818182,1,0,0.1056,0,0,0,7339,0.045108,1,0,0,1,0
mobeets/bpcs,Python,0.947368,1,0,0.262768,1.826087,0,1,1074,0,0,0,0,1,1
sallowdish/LeetCode,Python,0,1,0,0.066667,0,0,0,42,0,0,0,0,0,0
colsonc1/Week18,Ruby,0.263158,1,0,0.402721,0,0,0,564,0,0,0,0,0,0
Hyoga708/programing,C++,0.5,1,0,0,0,0,0,67,0,0,0,0,0,0
Xynnect/RedditBot,Python,0,1,0,0.002375,0,0,0,420,0,0,0,0,0,0
jfranti/PickApp,PHP,0.95553,2,0,0.332415,0,0,0,116484,0.406828,2,0,0,1,0
a2design-inc/CakePHP-ImageManager-Plugin,PHP,0.6,1,0,0.191489,0,0,1,1470,0,4,0,0,1,0
paul-nechifor/vagrant-preheater,Python,0,1,0,0.045455,0,0,0,34,0,0,0,0,0,0
ramfa/bla,Ruby,0.376712,1,0,0.290282,0,0,0,2723,0.304485,0,0,0,1,0
malinimittal/W205---assignment-3,Python,1,1,0,0.003102,0,0,0,978,0,0,0,0,0,0
meggermo/hierarchical-matrices,Java,0.631579,1,0,0.059801,0,0,1,858,0.432432,0,0,0,1,0
SueAbbors/Puppywear.com,Ruby,0.208333,1,0,0.558191,0,0,0,668,0.143302,0,0,0,1,0
rcwhiteley/scaling-hipster,C#,0.894737,1,0,0.088353,0,0,0,4512,0,1,0,0,0,0
nathanhilbert/smtp_devel,Python,0,1,0,0.206897,0,0,0,26,0,0,0,0,0,0
trid/quick_game_cpp,C++,1,2,0,0.13624,0,0,0,317,0,0,0,0,1,0
jorian82/Projects,Java,0.764706,1,0,0.037872,0,0,0,1087,0,0,0,0,0,0
jpweiser/Contacts,Java,0.875,1,0,0.040422,0,0,0,546,0.240122,0,0,0,1,0
clebens/yelpdemo,Ruby,0.271605,1,0,0.138219,0,0,0,13809,0.2,0,0,0,1,0
rsatyasi/EfferentPatientCare,Java,0,1,0,0.02095,0,0,0,701,0,0,0,0,0,0
cmendoza2000/learn-rails,Ruby,0.205882,1,0,0.382775,0,0,0,449,0.041958,0,0,0,1,0
Pref412/.Net-dynamic-assemblies-crypto-lib,C#,0.363636,1,0,0.191456,0,0,0,505,0,1,0,0,0,0
shacon/Toy_app,Ruby,0.076923,1,0,0.459235,0,0,0,337,0.04918,0,0,0,1,0
purestruggle/TCPaddressbook,Python,0.5,1,0,0.368421,0,0,0,26,0,0,0,0,0,0
darkyto/WarMachines-Telerik-ExaPreparation,C#,0.736842,1,0,0.063063,0,0,0,722,0,1,0,0,0,0
subtle3ntropy/final,Ruby,0.35,1,0,0.241084,0,0,0,1986,0.304678,0,0,0,1,0
doublespaces/PSORSA,C++,0,1,0,0.145455,0,0,0,108,0,0,0,0,0,0
x43x61x69/GBDK-OSX,C,0.764457,1,0,0.219904,0,0,1,208050,0.025435,2,0,0,1,0
mdip/astar-8puzzle,Python,1,1,0,0.201942,0,0,0,420,0,0,0,0,0,0
Punkbooster/todo,Ruby,0.12766,1,0,0.321346,0,0,0,680,0.175325,0,0,0,1,0
zdanev/EntityRepository,C#,0.818182,1,0,0.085487,0,0,0,443,0.32948,0,0,0,1,0
DarkDreth/BM-Stock-Analyzer,C#,0.454545,1,0,0.192179,0,0,0,717,0,0,0,0,0,0
Wolfy87/langs,Ruby,0.5,1,0,0,0,0,1,22,0,0,0,0,0,0
yozzi/startup,PHP,0.5,1,0,0.329087,0,0,1,6350,0,1,0,0,1,0
buharin/fastbuild,C++,0.77551,1,1,0.103707,0,0,0,7768,0.077531,0,0,0,1,1
rcorbish/Python3Quaternion,Python,0.666667,1,0,0.003623,0,0,0,278,0.210909,0,0,0,1,0
jvesely/piglit,C,0.989775,22,0,0.234876,74.96875,0,1,274892,0.026791,0,1,1,1,1
amberiscool/lab10,C++,0.869565,1,0,0.056856,0,0,0,1128,0,0,0,0,0,0
moemgar/MilGarChat,Java,0.857143,1,0,0.157949,0,0,0,821,0,0,0,0,0,0
codyrioux/Poker.rb,Ruby,0.8,0,0,0.228758,0,0,0,118,0.262712,2,0,0,0,0
scmx/lesstest,Ruby,0.184211,1,0,0.385468,0,0,0,597,0.208696,0,0,0,1,0
Jumping-alien-W-and-M/Jumping-Alien-2,Java,0.969697,1,0,0.248893,0,0,0,6277,0.119165,0,0,0,1,0
Spliffbybie/HBS-App-v2.0.1,PHP,0.128205,1,0,0.095789,0,0,1,22589,0,0,0,0,1,0
imnotamember/FaceReader-PythonBindings,C#,0.5,1,0,0.102243,0,0,0,1718,0,0,0,0,0,0
djoudi/hms,PHP,0.32,2,0,0.179976,0,0,0,5554,0.024011,0,0,0,1,0
andrermartins/moneyit,Java,0.25,1,0,0.083146,0,0,1,446,0,0,0,0,1,1
mikebegonis/XPense,Java,0.333333,1,0,0.084788,0,0,0,403,0,0,0,0,0,0
arenaq/spanish,Java,0.5,1,0,0.081241,0,0,0,658,0,0,0,0,0,0
CarlosGarcell/GeometricBrand,PHP,0.160714,1,0,0.165843,1.5,0,0,12847,0.015179,0,0,0,1,0
amauryOliveira/TesteHibernate,Java,0.5,1,0,0.028986,0,0,0,70,0,0,0,0,0,0
sebastiencs/my_ftp,C,1,1,0,0.165431,0,0,0,4382,0,0,0,0,0,0
mvLaboratory/BrickBreaker,Java,0.878788,1,0,0.147516,0,0,0,3077,0,0,0,0,0,0
adamgreig/dogefortune,Python,0.8,1,0,0.022388,0,0,0,131,0,0,0,0,0,0
Jennifer-Wang/minesweeper.rb,Ruby,1,1,0,0.014925,0,0,0,198,0,0,0,0,0,0
ShrinePhant0M/HeadStart,Java,0.944444,1,0,0.144076,0,0,0,45643,0,0,0,0,0,0
armadillu/ofxTextureAtlas,C++,0.833333,1,0,0.075075,0,0,0,938,0,7,0,0,0,0
marisbest2/fromvm,Python,0.847682,1,0,0.273964,0,0,1,23465,0.049358,0,0,0,1,0
bahamallama/autoDealer,Ruby,0.217391,1,0,0.357384,0,0,0,819,0.197324,0,0,0,1,0
andytheyang/ECS-40-p8,C++,1,1,0,0.044776,0,0,0,194,0,0,0,0,0,0
safaariman/sliding-puzzle,Java,0.7,1,0,0.098308,0,0,0,1162,0,0,0,0,0,0
mrcandu/fizzy-pex-wp,PHP,0.833333,1,0,0.111872,0,0,0,778,0,0,0,0,0,0
SiddarthaNagireddy/Keyword_Extractor,Python,1,1,0,0.031414,0,0,0,185,0,0,0,0,0,0
Apocaliptis/Counter,C,0.235294,1,0,0.424118,0,0,0,15702,0,0,0,0,0,0
RyanJones19/test_repo,C++,0,1,0,0,0,0,0,7,0,0,0,0,0,0
danielkropf/Formulario,C#,0.454545,1,0,0.203742,0,0,0,1909,0,0,0,0,0,0
gregorysimpson13/WebSecProject2,Java,0.75,1,0,0.201399,0,0,0,3426,0,0,0,0,0,0
pleekMan/mozartDiceGame,C++,1,1,0,0.174917,0,0,0,250,0,0,0,0,0,0
Jayklutch/house,Ruby,0.166667,1,0,0.478565,0,0,1,797,0.071429,0,0,0,1,0
dariosky/afterdown,Python,0.785714,1,0,0.084091,0,0,1,889,0.197479,0,0,0,1,0
socks-the-fox/weaslysphere,C++,0.857143,1,0,0.120968,0,0,1,327,0,0,0,0,1,1
mnishihan/Laravel-Foundation,PHP,0.794643,0,1,0.349949,0,0,1,58518,0.118854,1,0,0,1,1
Apocaliptis/STM8S_Empty_Project,C,0.176471,1,0,0.42306,0,0,0,15642,0,0,0,0,0,0
yoelfme/Sunshine,Java,0.25,1,0,0.082474,0,0,0,481,0,0,0,0,0,0
nestoraudante/PruebaEclipse,Java,0,1,0,0.111111,0,0,0,8,0,0,0,0,0,0
CanyonCounty/CC.MT.Public.Sheriff,C#,0.843137,1,0,0.197448,5.5,0,1,33015,0,0,0,0,1,1
ikhlef/videotheque_en_ligne_php,PHP,0.052632,1,0,0.121807,0,0,0,896,0,0,0,0,0,0
dita-programming/dita-inventory,Java,1,2,0,0.195652,0,0,1,76,0.283784,0,0,0,1,0
jhmgbl/learnforandroid2,Java,0.692308,1,0,0.557891,0,0,1,10055,0,0,0,0,1,0
jephillips/SQL_Test,Java,0.5,1,0,0.039648,0,0,0,241,0,0,0,0,0,0
xiaomaogy/Database-similar-to-Twitter,PHP,0.041667,1,0,0.040838,0,0,0,8928,0,0,0,0,0,0
JacobFischer/Creer,Python,0,1,0,0.023474,0,0,1,220,0,1,0,0,1,0
RPGillespie6/posix-regex-cpp,C++,1,1,0,0.134259,0,0,0,249,0,1,0,0,0,0
qaiserh/flashme,Ruby,0.076923,1,0,0.462312,0,0,0,333,0.050847,0,0,0,1,0
jandobrowolski/c_JiMP_n-gramy,C,0.25,1,0,0,0,0,0,128,0,0,0,0,0,0
sinny-sama/vmulti-test,C,0,1,0,0.125241,0,0,0,454,0,1,0,0,0,0
ugniusr/Bingtranslate,PHP,0.25,0,0,0.368715,0,0,0,226,0,1,0,0,0,0
zehreken/mog_ld,C,0.25,1,0,0.215569,0,0,0,131,0,0,0,0,0,0
Mrignayni/Weather_Android,Java,0.714286,1,0,0.117647,0,0,0,728,0,0,0,0,0,0
hatemfg/Sat-oo-diff_Pro_Larg,Python,1,1,0,0.25523,0,0,0,178,0,0,0,0,0,0
BNLIF/wire-cell-examples,C++,0,1,0,0.066667,0,0,0,72,0,0,0,0,0,0
PalosantoQuito/modules,PHP,0.722222,1,0,0.206524,0,0,0,4630,0,0,0,0,0,0
lerichard95/rile-cs203-data2,Java,0.75,1,0,0.371988,0,0,0,477,0,0,0,0,0,0
AnujKosambi/UIDeployeFinder,Ruby,0,1,0,0.002577,0,0,0,387,0,0,0,0,0,0
canalesb93/Simufactory,Java,0.4,1,0,0.076046,0,0,1,524,0,0,0,0,1,0
kmcurtis/Code-Samples,Java,0.96875,1,0,0.02221,0,0,1,3655,0,0,0,0,1,0
tliu17/Earthquake,C++,0.916667,1,0,0.144068,0,0,1,528,0,0,0,0,1,1
Dave1840438/OralMod,C++,0.5,1,0,0.238095,0,0,0,48,0.458333,0,0,0,0,0
burke187/avant_challenge_factors,Ruby,1,1,0,0,0,0,0,14,0.5,0,0,0,0,0
slascola/CPE102Lab1,Python,1,1,0,0,0,0,0,8,0,0,0,0,0,0
ChrisLozano/carrito_compras2,PHP,0.692308,1,0,0.030138,0,0,1,9107,0,0,0,0,1,0
JColuch/intro-data-science,Python,0.12,1,0,0.215707,0,0,0,749,0,0,0,0,0,0
selkhateeb/Test-AppEngine-Channel-API,Python,0,0,0,0.057971,0,0,0,65,0,2,0,0,0,0
SistCoop/credito,Java,0.686747,1,0,0.045168,0,0,1,4828,0.212785,0,0,0,1,0
joshgfulton/rails_toy_app,Ruby,0.076923,1,0,0.462312,0,0,0,333,0.050847,0,0,0,1,0
dseelinger/ms-idm-service,C#,0.5,1,0,0.019481,0,0,1,1558,0,0,0,0,1,0
ghostGuiggs/basic_20150325,PHP,0.153846,2,0,0.118871,0,0,0,10392,0,0,0,0,1,0
Vogeltak/magister-message-spam,Python,0,1,0,0.243902,0,0,1,65,0,0,0,0,1,0
Synz0331/CSCI2400PerfLab,C++,1,1,0,0.448795,0,0,0,1281,0,0,0,0,0,0
ckozus/mini-twitter,Ruby,0.08,2,0,0.47487,0,0,0,316,0.06,0,0,0,1,0
azbubba/first-app,Ruby,0.428571,1,0,0.567757,0,0,0,197,0.147727,0,0,0,1,0
mnm678/CPE102Lab1,Python,1,1,0,0,0,0,0,8,0,0,0,0,0,0
bdharris0113/demo,Python,0,1,0,0.038668,0,0,0,895,0,0,0,0,0,0
radkasprzak/VRPTW_simulated_annealing,C,0,1,0,0.003425,0,0,0,291,0,0,0,0,0,0
saab1942/mini-twitter,Ruby,0.125,1,0,0.46798,0,0,0,338,0.132231,0,0,0,1,0
lpotter/android-nusensors,C++,0,1,0,0.090196,0,0,1,232,0,0,0,0,1,1
harrisca/carletonenergy,Java,0.882353,4,0,0.146905,258,0,1,2484,0,0,1,0,1,1
rumeau/thumbnail-worker,PHP,0.309524,1,0,0.691059,3.5,0,0,1878,0.004454,0,0,0,1,0
koske2103/mini-twitter,Ruby,0.177419,1,0,0.472247,0,0,0,819,0.130435,0,0,0,1,0
IuliiaKot/minesweeper,Ruby,0,1,0,0.092369,0,0,0,226,0,0,0,0,0,0
rcruz148/TesteHibernate,Java,1,1,0,0.029851,0,0,0,65,0,0,0,0,0,0
willle3456/CPE102Lab1,Python,0.8,1,0,0.033333,0,0,0,87,0,0,0,0,0,0
wchomik/Degramatyzer,C++,0.666667,1,0,0.136878,0,0,1,764,0,0,0,0,1,0
hochgenug/series-manager,C#,0.5,1,0,0.181474,0,0,1,435,0,0,0,0,1,1
lonewarrior556/minesweeper,Ruby,1,1,0,0.011364,0,0,0,174,0,0,0,0,0,0
KAcompany/SpaceInvadersJava,Java,0,1,0,0.333333,0,0,0,6,1,1,0,0,0,0
ryhorton/minesweeper,Ruby,0.75,1,0,0.005319,0,0,0,187,0,0,0,0,0,0
gauk77/test,C++,0.882353,1,0,0.158827,4.21875,0,1,7314,0,0,0,0,1,1
ramfa/Ps,Ruby,0.376712,1,0,0.290282,0,0,0,2723,0.304485,0,0,0,1,0
loicsander/MutatorScale,Python,0.666667,1,0,0.179388,0,0,1,2207,0,13,0,0,1,0
michellebonat/rubyonrailstutor,Ruby,0.408333,0,0,0.543195,0,0,0,1281,0.190899,0,0,0,1,0
petermelias/babson-space-invaders,Java,0.666667,1,0,0.297539,0,0,0,314,0,0,0,0,0,0
Douglas6/rockodi,C,1,1,0,0.263982,0,0,1,1318,0,1,0,0,1,0
bll44/media_requests,PHP,0.150943,1,0,0.522279,0,0,1,1123,0.016083,1,0,0,1,0
kdkoors/CrappySudokuSolver,C,0.875,2,0,0.154362,0,0,1,645,0,0,0,0,1,0
zchpit/SQLiteSamples,C#,0.75,1,0,0.002509,0,0,1,147734,0,0,0,0,1,0
Mrignayni/ChargeUp_Android,Java,0.916667,1,0,0.498688,0,0,0,5960,0,0,0,0,0,0
minutetominute/minesweeper,Ruby,1,1,0,0.005495,0,0,0,181,0,0,0,0,0,0
chalzstrassen/Minesweeper,Ruby,1,1,0,0.023529,0,0,0,166,0,0,0,0,0,0
fgwei/AmanIDE,Java,0.969849,1,0,0.368364,0,0,1,22715,0,4,0,0,1,0
scottdarch/Arturo,Python,0.904762,1,0,0.180732,3.731707,0,1,1051,0.013986,89,1,0,1,1
efranklin25/rh_database,Python,0.857143,1,0,0.05638,0,0,0,636,0,0,0,0,0,0
ASurvant/Minesweeper,Ruby,1,1,0,0.023529,0,0,0,166,0,0,0,0,0,0
